page_title,longitude,latitude,hitcount

Stadtbibliothek Oberhausen,51.4706,6.85257,63
Gesamtschule Emschertal,51.4991,6.80856,38
Bert-Brecht-Haus (Oberhausen),51.4706,6.852573,35
Stadtbibliothek Oberhausen,51.4706,6.852573,34
Deutsche Hörfunkakademie,51.49,9.88,33
Fraunhofer-Institut für Umwelt-, Sicherheits- und Energietechnik,51.49,6,885,32
