page_title,latitude,longitude,hitcount
Karikaturmuseum Krems,48.4053,15.5892,118
Kunsthalle Krems,48.4046,15.5875,109
Museumkrems,48.4111,15.5975,105
Donaufestival,48.405,15.585,100
Bürgerspitalkirche (Krems),48.410963,15.599737,73
Göglhaus,48.411111,15.600556,72
Jüdischer Friedhof Krems,48.4175,15.623889,71
Pulverturm (Krems),48.413333,15.602778,70
Steiner Tor,48.409722,15.596389,69

