page_title,longitude,latitude,hitcount
Hermann-Grochtmann-Museum,51.656158,7.346329,100
Jüdischer Friedhof (Datteln),51.658953,7.345412,99
Haus Vogelsang,51.695864,7.326164,98
Schloss Horneburg,51.631389,7.295139,97
