page_title,latitude,longitude,hitcount
ThyssenKrupp Rasselstein,50.435,7.42,100
LTS Lohmann Therapie-Systeme,50.42,7.41,99
Rhein-Mosel-Fachklinik Andernach,50.428944,7.397597,98
