page_title,latitude,longitude,hitcount
Lohrer Schloss,49.9958,9.5723,90
Bayersturm,49.993789,9.576226,70
St. Michael (Lohr am Main),49.99424,9.577154,69
Alte Mainbrücke Lohr,49.992778,9.581389,68
Neue Mainbrücke Lohr,49.995,9.581389,67
