page_title,latitude,longitude,hitcount
Landtag des Saarlandes,49.229444,6.994444,190
Goldene Bremm,49.2083,6.965,189
Institut für Rechtsinformatik (Saarbrücken),49.2544,7.04167,94
Frauengenderbibliothek Saar,49.2307,7.00741,46
