page_title,latitude,longitude,hitcount
Daniel Hechter Paris,49.7062,9.26928,213
Zum Riesen (Miltenberg),49.700232,9.25618,75
Brauerei Faust Miltenberg,49.699297,9.24924,76
Kalt-Loch-Bräu,49.69924,9.25061,77
