page_title,latitude,longitude,hitcount
Potsdamer Stadtschloss,52.394722,13.060556,500
Stadthaus (Potsdam),52.405417,13.057667,470
Gedenkstätte Lindenstraße 54/55,52.4005,13.0523,130
Deserteurdenkmal (Bonn/Potsdam),52.3977,13.0587,35
Lepsiushaus Potsdam,52.4184,13.0638,23
