page_title,latitude,longitude,hitcount
Universität Regensburg,48.9981,12.095,80
Universitätsbibliothek Regensburg,48.998,12.0957,66
Institut Papst Benedikt XVI.,49.0186,12.0891,57
Max-Buchhauser-Garten,49.028,12.09,46
Kloster Sankt Fidelis,49.0178,12.0746,39
Naturkundemuseum Ostbayern,49.0221,12.0827,38
Akademie für Darstellende Kunst Regensburg,49.0121,12.0876,28
