page_title,latitude,longitude,hitcount
Museum der Stadt Miltenberg,49.6995,9.2515,150
Würzburger Tor,49.703472,9.260778,140
Mainzer Tor (Miltenberg),49.703525,9.237616,130
Miltenberg Hauptbahnhof,49.703333,9.238889,120
Mildenburg,49.698577,9.250746,110
St. Jakobus (Miltenberg),49.699554,9.25177,100
Laurentiuskapelle (Miltenberg),49.7038,9.2358,90
Alter Jüdischer Friedhof (Miltenberg),49.69985,9.2572,80
Mainbrücke Miltenberg,49.702389,9.254389,60

