page_title,latitude,longitude,hitcount
Bauhaus Dessau,51.839167,12.226667,100
Hochschule Anhalt,51.84,12.23,99
Philanthropinum Dessau,51.838141,12.245621,90
Gymnasium Walter Gropius,51.802589,12.247739,89
Landeshauptarchiv Sachsen-Anhalt,51.825,12.24,80
