page_title,longitude,latitude,hitcount
Sparkasse Bamberg,49.89934,10.92216,100
Sozialstiftung Bamberg,49.865,10.89,99
Brauerei Mahr,49.889925,10.906469,98
Brauerei Fässla,49.896667,10.893889,97
Schlenkerla,49.891667,10.884722,96
Klosterbräu Bamberg,49.889159,10.886962,95


