page_title,longitude,latitude,hitcount
Theater Regensburg,49.0192,12.0897,279
Wohnhaus Papst Benedikt XVI.,48.9876,12.0665,141
Kunstforum Ostdeutsche Galerie,49.0198,12.0822,130
Weinschänk-Villa,49.0161,12.0832,45

