page_title,latitude,longitude,hitcount
Enderttor,50.14711,7.16517,100
Bundesbankbunker Cochem,50.152311,7.175139,99
Skagerrak-Brücke (Cochem),50.147222,7.168889,98
Reichsburg Cochem,50.142222,7.166944,97
