page_title,latitude,longitude,hitcount
Landtag Sachsen-Anhalt,52.1265,11.636,150
Rathaus Magdeburg,52.13143,11.63978,140
Koordinierungsstelle für Kulturgutverluste,52.1323,11.6606,137

