page_title,latitude,longitude,hitcount
St. Nikolaus-Hospital,49.916003,7.071214,75
Kloster Machern,49.954854,7.001574,50
Bernkasteler Doctor,49.916667,7.078333,40
Wehlener Sonnenuhr,49.947781,7.041742,30
Peter Mertes,49.93,7.06,20
Sparkasse Mittelmosel Eifel-Mosel-Hunsrück,49.918417,7.068121,10
