page_title,longitude,latitude,hitcount
Niedersächsisches Spargelmuseum,52.6376,9.20913,27
Albert-Schweitzer-Schule (Nienburg),52.639444,9.210278,20
Wiesensches Haus,52.639,9.20548,15
Jüdischer Friedhof (Nienburg/Weser),52.625835,9.210507,14
Stockturm (Nienburg/Weser),52.641534,9.204199,10

