page_title,latitude,longitude,hitcount
Würzburger Hofbräu,49.7919,9.91501,242
Pegel Würzburg,49.7961,9.92583,228
Kneipp-Werke,49.7703,9.91439,166
Koenig & Bauer,49.81,9.88,150
Sektkellerei J. Oppmann,49.795,9.945,130
