page_title,latitude,longitude,hitcount
Willy-Sachs-Stadion,50.0514,10.2031,164
Leopoldina-Krankenhaus Schweinfurt,50.052389,10.243722,110
Stadtgalerie Schweinfurt,50.039722,10.225,101
Schweinfurt Hauptbahnhof,50.035556,10.211667,100
ZF Sachs,50.03,10.365,99 
Winora-Staiger,50.035,10.245,90 
Erik Walther,50.03,10.22,89 
