page_title,latitude,longitude,hitcount
Universität für Weiterbildung Krems,48.4078,15.585,305
Kirchliche Pädagogische Hochschule Wien/Krems,48.2075,16.3735,100
Allgemeine Sonderschule Krems,48.40828,15.60147,90
Bundesrealgymnasium Krems,48.408083,15.600103,89
Weinbauschule Krems,48.417222,15.621389,88
IMC Fachhochschule Krems,48.40861,15.58823,87

