page_title,longitude,latitude,hitcount
Liste der Hochbunker der Bauart Winkel,52.3926,12.4104,312
Wildpark Potsdam,52.3817,12.9922,268
Filmmuseum Potsdam,52.3953,13.0581,211
Karl-Foerster-Garten (Bornim),52.4207,13.0203,191
Abraham-Geiger-Kolleg,52.4011,13.0119,150
Königliches Schauspielhaus (Potsdam),52.3987,13.0654,133
Stadt- und Landesbibliothek Potsdam,52.397,13.0593,119
Volkspark Potsdam,52.4178,13.0467,117
Theaterschiff Potsdam,52.395,13.0631,29
