filters	page_title	page_id	page_namespace
"Geotags (53.2552,10.3916)
Page Hits (count: 1078)"	Liste der Schulen in Niedersachsen	2871599	0
"Geotags (52.6418,9.20483)
Page Hits (count: 180)"	Polizeiakademie Niedersachsen	3849674	0
