page_title,latitude,longitude,hitcount
Peugeot,49.2,7.01889,5296
Hochschule für Technik und Wirtschaft des Saarlandes,49.2357,6.97561,277
Landesbank Saar,49.2395,6.99341,167
Institut für Rechtsinformatik (Saarbrücken),49.2544,7.04167,94
"Ministerium für Wirtschaft, Arbeit, Energie und Verkehr (Saarland)",49.2273,6.99895,92
Röchling-Kapelle,49.2282,6.98784,31
Villa Europa,49.2406,7.02086,30
