filters	page_title	page_id	page_namespace
"Geotags (49.35,8.15)
Page Hits (count: 261)"	Liste der kreisfreien Städte in Deutschland	30223	0
"Geotags (51.9874,7.63389)
Page Hits (count: 100)"	Landwirtschaftskammer Nordrhein-Westfalen	1803710	0
"Geotags (51.9603,7.6339)
Page Hits (count: 62)"	Paul Wulf	2720003	0
"Geotags (51.9624,7.63603)
Page Hits (count: 61)"	Landschaftsversammlung Westfalen-Lippe	2460364	0
"Geotags (51.9621,7.61925)
Page Hits (count: 40)"	Zentralinstitut für Raumplanung	36978	0
"Geotags (51.9564,7.62931)
Page Hits (count: 37)"	Westfälisch-Lippischer Landwirtschaftsverband	3327944	0
"Geotags (51.9571,7.63311)
Page Hits (count: 32)"	Schwarze Witwe (Archiv)	6006645	0
