filters	page_title	page_id	page_namespace
"Geotags (49.35,8.15)
Page Hits (count: 261)"	Liste der kreisfreien Städte in Deutschland	30223	0
"Geotags (52.1323,11.6606)
Page Hits (count: 137)"	Koordinierungsstelle für Kulturgutverluste	2571131	0
"Geotags (52.127,11.652)
Page Hits (count: 67)"	Anna-Ebert-Brücke	1883032	0
"Geotags (52.1399,11.6357)
Page Hits (count: 50)"	Luisendenkmal (Magdeburg)	4614854	0
